hlpi_name,series_ref,date,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Income quintile 5 (high),HPIQ.SIQ5043,2008/4,2008Q2,disq5,4.3,Property maintenance,Property maintenance,subgroup,833,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1043,2008/4,2008Q2,expq1,4.3,Property maintenance,Property maintenance,subgroup,829,NA,NA
Expenditure quintile 2,HPIQ.SEQ2043,2008/4,2008Q2,expq2,4.3,Property maintenance,Property maintenance,subgroup,830,NA,NA
Expenditure quintile 3,HPIQ.SEQ3043,2008/4,2008Q2,expq3,4.3,Property maintenance,Property maintenance,subgroup,852,NA,NA
Expenditure quintile 4,HPIQ.SEQ4043,2008/4,2008Q2,expq4,4.3,Property maintenance,Property maintenance,subgroup,834,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5043,2008/4,2008Q2,expq5,4.3,Property maintenance,Property maintenance,subgroup,839,NA,NA
M\u0101ori,HPIQ.SMAO043,2008/4,2008Q2,maori,4.3,Property maintenance,Property maintenance,subgroup,830,NA,NA
Superannuitant,HPIQ.SSUP043,2008/4,2008Q2,super,4.3,Property maintenance,Property maintenance,subgroup,843,NA,NA
All households,HPIQ.SALL044,2008/4,2008Q2,allhh,4.4,Property rates and related services,Property rates,subgroup,739,NA,NA
Beneficiary,HPIQ.SBEN044,2008/4,2008Q2,benef,4.4,Property rates and related services,Property rates,subgroup,742,NA,NA
Income quintile 1 (low),HPIQ.SIQ1044,2008/4,2008Q2,disq1,4.4,Property rates and related services,Property rates,subgroup,739,NA,NA
Income quintile 2,HPIQ.SIQ2044,2008/4,2008Q2,disq2,4.4,Property rates and related services,Property rates,subgroup,739,NA,NA
Income quintile 3,HPIQ.SIQ3044,2008/4,2008Q2,disq3,4.4,Property rates and related services,Property rates,subgroup,738,NA,NA
Income quintile 4,HPIQ.SIQ4044,2008/4,2008Q2,disq4,4.4,Property rates and related services,Property rates,subgroup,739,NA,NA
Income quintile 5 (high),HPIQ.SIQ5044,2008/4,2008Q2,disq5,4.4,Property rates and related services,Property rates,subgroup,742,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1044,2008/4,2008Q2,expq1,4.4,Property rates and related services,Property rates,subgroup,741,NA,NA
Expenditure quintile 2,HPIQ.SEQ2044,2008/4,2008Q2,expq2,4.4,Property rates and related services,Property rates,subgroup,737,NA,NA
Expenditure quintile 3,HPIQ.SEQ3044,2008/4,2008Q2,expq3,4.4,Property rates and related services,Property rates,subgroup,739,NA,NA
Expenditure quintile 4,HPIQ.SEQ4044,2008/4,2008Q2,expq4,4.4,Property rates and related services,Property rates,subgroup,740,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5044,2008/4,2008Q2,expq5,4.4,Property rates and related services,Property rates,subgroup,741,NA,NA
M\u0101ori,HPIQ.SMAO044,2008/4,2008Q2,maori,4.4,Property rates and related services,Property rates,subgroup,740,NA,NA
Superannuitant,HPIQ.SSUP044,2008/4,2008Q2,super,4.4,Property rates and related services,Property rates,subgroup,731,NA,NA
All households,HPIQ.SALL045,2008/4,2008Q2,allhh,4.5,Household energy,Household energy,subgroup,787,NA,NA
Beneficiary,HPIQ.SBEN045,2008/4,2008Q2,benef,4.5,Household energy,Household energy,subgroup,790,NA,NA
Income quintile 1 (low),HPIQ.SIQ1045,2008/4,2008Q2,disq1,4.5,Household energy,Household energy,subgroup,788,NA,NA
Income quintile 2,HPIQ.SIQ2045,2008/4,2008Q2,disq2,4.5,Household energy,Household energy,subgroup,790,NA,NA
Income quintile 3,HPIQ.SIQ3045,2008/4,2008Q2,disq3,4.5,Household energy,Household energy,subgroup,787,NA,NA
Income quintile 4,HPIQ.SIQ4045,2008/4,2008Q2,disq4,4.5,Household energy,Household energy,subgroup,785,NA,NA
Income quintile 5 (high),HPIQ.SIQ5045,2008/4,2008Q2,disq5,4.5,Household energy,Household energy,subgroup,787,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1045,2008/4,2008Q2,expq1,4.5,Household energy,Household energy,subgroup,784,NA,NA
Expenditure quintile 2,HPIQ.SEQ2045,2008/4,2008Q2,expq2,4.5,Household energy,Household energy,subgroup,792,NA,NA
Expenditure quintile 3,HPIQ.SEQ3045,2008/4,2008Q2,expq3,4.5,Household energy,Household energy,subgroup,787,NA,NA
Expenditure quintile 4,HPIQ.SEQ4045,2008/4,2008Q2,expq4,4.5,Household energy,Household energy,subgroup,789,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5045,2008/4,2008Q2,expq5,4.5,Household energy,Household energy,subgroup,788,NA,NA
M\u0101ori,HPIQ.SMAO045,2008/4,2008Q2,maori,4.5,Household energy,Household energy,subgroup,785,NA,NA
Superannuitant,HPIQ.SSUP045,2008/4,2008Q2,super,4.5,Household energy,Household energy,subgroup,787,NA,NA
All households,HPIQ.SALL05,2008/4,2008Q2,allhh,5,Household contents and services,Contents and services,group,1010,NA,NA
Beneficiary,HPIQ.SBEN05,2008/4,2008Q2,benef,5,Household contents and services,Contents and services,group,1045,NA,NA
Income quintile 1 (low),HPIQ.SIQ105,2008/4,2008Q2,disq1,5,Household contents and services,Contents and services,group,1006,NA,NA
Income quintile 2,HPIQ.SIQ205,2008/4,2008Q2,disq2,5,Household contents and services,Contents and services,group,1026,NA,NA
Income quintile 3,HPIQ.SIQ305,2008/4,2008Q2,disq3,5,Household contents and services,Contents and services,group,1007,NA,NA
Income quintile 4,HPIQ.SIQ405,2008/4,2008Q2,disq4,5,Household contents and services,Contents and services,group,997,NA,NA
Income quintile 5 (high),HPIQ.SIQ505,2008/4,2008Q2,disq5,5,Household contents and services,Contents and services,group,1016,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ105,2008/4,2008Q2,expq1,5,Household contents and services,Contents and services,group,1018,NA,NA
Expenditure quintile 2,HPIQ.SEQ205,2008/4,2008Q2,expq2,5,Household contents and services,Contents and services,group,1022,NA,NA
Expenditure quintile 3,HPIQ.SEQ305,2008/4,2008Q2,expq3,5,Household contents and services,Contents and services,group,1005,NA,NA
Expenditure quintile 4,HPIQ.SEQ405,2008/4,2008Q2,expq4,5,Household contents and services,Contents and services,group,1006,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ505,2008/4,2008Q2,expq5,5,Household contents and services,Contents and services,group,1007,NA,NA
M\u0101ori,HPIQ.SMAO05,2008/4,2008Q2,maori,5,Household contents and services,Contents and services,group,1030,NA,NA
Superannuitant,HPIQ.SSUP05,2008/4,2008Q2,super,5,Household contents and services,Contents and services,group,979,NA,NA
All households,HPIQ.SALL051,2008/4,2008Q2,allhh,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1037,NA,NA
Beneficiary,HPIQ.SBEN051,2008/4,2008Q2,benef,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1081,NA,NA
Income quintile 1 (low),HPIQ.SIQ1051,2008/4,2008Q2,disq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1046,NA,NA
Income quintile 2,HPIQ.SIQ2051,2008/4,2008Q2,disq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1058,NA,NA
Income quintile 3,HPIQ.SIQ3051,2008/4,2008Q2,disq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1027,NA,NA
Income quintile 4,HPIQ.SIQ4051,2008/4,2008Q2,disq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1010,NA,NA
Income quintile 5 (high),HPIQ.SIQ5051,2008/4,2008Q2,disq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1070,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1051,2008/4,2008Q2,expq1,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1050,NA,NA
Expenditure quintile 2,HPIQ.SEQ2051,2008/4,2008Q2,expq2,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1045,NA,NA
Expenditure quintile 3,HPIQ.SEQ3051,2008/4,2008Q2,expq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1036,NA,NA
Expenditure quintile 4,HPIQ.SEQ4051,2008/4,2008Q2,expq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1046,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5051,2008/4,2008Q2,expq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1038,NA,NA
M\u0101ori,HPIQ.SMAO051,2008/4,2008Q2,maori,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,1074,NA,NA
Superannuitant,HPIQ.SSUP051,2008/4,2008Q2,super,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,965,NA,NA
All households,HPIQ.SALL052,2008/4,2008Q2,allhh,5.2,Household textiles,Textiles,subgroup,995,NA,NA
Beneficiary,HPIQ.SBEN052,2008/4,2008Q2,benef,5.2,Household textiles,Textiles,subgroup,991,NA,NA
Income quintile 1 (low),HPIQ.SIQ1052,2008/4,2008Q2,disq1,5.2,Household textiles,Textiles,subgroup,991,NA,NA
Income quintile 2,HPIQ.SIQ2052,2008/4,2008Q2,disq2,5.2,Household textiles,Textiles,subgroup,979,NA,NA
Income quintile 3,HPIQ.SIQ3052,2008/4,2008Q2,disq3,5.2,Household textiles,Textiles,subgroup,989,NA,NA
Income quintile 4,HPIQ.SIQ4052,2008/4,2008Q2,disq4,5.2,Household textiles,Textiles,subgroup,990,NA,NA
Income quintile 5 (high),HPIQ.SIQ5052,2008/4,2008Q2,disq5,5.2,Household textiles,Textiles,subgroup,1028,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1052,2008/4,2008Q2,expq1,5.2,Household textiles,Textiles,subgroup,991,NA,NA
Expenditure quintile 2,HPIQ.SEQ2052,2008/4,2008Q2,expq2,5.2,Household textiles,Textiles,subgroup,988,NA,NA
Expenditure quintile 3,HPIQ.SEQ3052,2008/4,2008Q2,expq3,5.2,Household textiles,Textiles,subgroup,984,NA,NA
Expenditure quintile 4,HPIQ.SEQ4052,2008/4,2008Q2,expq4,5.2,Household textiles,Textiles,subgroup,998,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5052,2008/4,2008Q2,expq5,5.2,Household textiles,Textiles,subgroup,1015,NA,NA
M\u0101ori,HPIQ.SMAO052,2008/4,2008Q2,maori,5.2,Household textiles,Textiles,subgroup,978,NA,NA
Superannuitant,HPIQ.SSUP052,2008/4,2008Q2,super,5.2,Household textiles,Textiles,subgroup,962,NA,NA
All households,HPIQ.SALL053,2008/4,2008Q2,allhh,5.3,Household appliances,Appliances,subgroup,1062,NA,NA
Beneficiary,HPIQ.SBEN053,2008/4,2008Q2,benef,5.3,Household appliances,Appliances,subgroup,1075,NA,NA
Income quintile 1 (low),HPIQ.SIQ1053,2008/4,2008Q2,disq1,5.3,Household appliances,Appliances,subgroup,1057,NA,NA
Income quintile 2,HPIQ.SIQ2053,2008/4,2008Q2,disq2,5.3,Household appliances,Appliances,subgroup,1070,NA,NA
Income quintile 3,HPIQ.SIQ3053,2008/4,2008Q2,disq3,5.3,Household appliances,Appliances,subgroup,1054,NA,NA
Income quintile 4,HPIQ.SIQ4053,2008/4,2008Q2,disq4,5.3,Household appliances,Appliances,subgroup,1068,NA,NA
Income quintile 5 (high),HPIQ.SIQ5053,2008/4,2008Q2,disq5,5.3,Household appliances,Appliances,subgroup,1056,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1053,2008/4,2008Q2,expq1,5.3,Household appliances,Appliances,subgroup,1078,NA,NA
Expenditure quintile 2,HPIQ.SEQ2053,2008/4,2008Q2,expq2,5.3,Household appliances,Appliances,subgroup,1072,NA,NA
Expenditure quintile 3,HPIQ.SEQ3053,2008/4,2008Q2,expq3,5.3,Household appliances,Appliances,subgroup,1064,NA,NA
Expenditure quintile 4,HPIQ.SEQ4053,2008/4,2008Q2,expq4,5.3,Household appliances,Appliances,subgroup,1037,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5053,2008/4,2008Q2,expq5,5.3,Household appliances,Appliances,subgroup,1061,NA,NA
M\u0101ori,HPIQ.SMAO053,2008/4,2008Q2,maori,5.3,Household appliances,Appliances,subgroup,1075,NA,NA
Superannuitant,HPIQ.SSUP053,2008/4,2008Q2,super,5.3,Household appliances,Appliances,subgroup,1053,NA,NA
All households,HPIQ.SALL054,2008/4,2008Q2,allhh,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,981,NA,NA
Beneficiary,HPIQ.SBEN054,2008/4,2008Q2,benef,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,1000,NA,NA
Income quintile 1 (low),HPIQ.SIQ1054,2008/4,2008Q2,disq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,1015,NA,NA
Income quintile 2,HPIQ.SIQ2054,2008/4,2008Q2,disq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,996,NA,NA
Income quintile 3,HPIQ.SIQ3054,2008/4,2008Q2,disq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,986,NA,NA
Income quintile 4,HPIQ.SIQ4054,2008/4,2008Q2,disq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,962,NA,NA
Income quintile 5 (high),HPIQ.SIQ5054,2008/4,2008Q2,disq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,954,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1054,2008/4,2008Q2,expq1,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,1035,NA,NA
Expenditure quintile 2,HPIQ.SEQ2054,2008/4,2008Q2,expq2,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,977,NA,NA
Expenditure quintile 3,HPIQ.SEQ3054,2008/4,2008Q2,expq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,977,NA,NA
Expenditure quintile 4,HPIQ.SEQ4054,2008/4,2008Q2,expq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,975,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5054,2008/4,2008Q2,expq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,954,NA,NA
M\u0101ori,HPIQ.SMAO054,2008/4,2008Q2,maori,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,1028,NA,NA
Superannuitant,HPIQ.SSUP054,2008/4,2008Q2,super,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,981,NA,NA
All households,HPIQ.SALL055,2008/4,2008Q2,allhh,5.5,Tools and equipment for house and garden,Tools,subgroup,907,NA,NA
Beneficiary,HPIQ.SBEN055,2008/4,2008Q2,benef,5.5,Tools and equipment for house and garden,Tools,subgroup,917,NA,NA
Income quintile 1 (low),HPIQ.SIQ1055,2008/4,2008Q2,disq1,5.5,Tools and equipment for house and garden,Tools,subgroup,903,NA,NA
Income quintile 2,HPIQ.SIQ2055,2008/4,2008Q2,disq2,5.5,Tools and equipment for house and garden,Tools,subgroup,912,NA,NA
Income quintile 3,HPIQ.SIQ3055,2008/4,2008Q2,disq3,5.5,Tools and equipment for house and garden,Tools,subgroup,897,NA,NA
Income quintile 4,HPIQ.SIQ4055,2008/4,2008Q2,disq4,5.5,Tools and equipment for house and garden,Tools,subgroup,914,NA,NA
Income quintile 5 (high),HPIQ.SIQ5055,2008/4,2008Q2,disq5,5.5,Tools and equipment for house and garden,Tools,subgroup,910,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1055,2008/4,2008Q2,expq1,5.5,Tools and equipment for house and garden,Tools,subgroup,904,NA,NA
Expenditure quintile 2,HPIQ.SEQ2055,2008/4,2008Q2,expq2,5.5,Tools and equipment for house and garden,Tools,subgroup,918,NA,NA
Expenditure quintile 3,HPIQ.SEQ3055,2008/4,2008Q2,expq3,5.5,Tools and equipment for house and garden,Tools,subgroup,894,NA,NA
Expenditure quintile 4,HPIQ.SEQ4055,2008/4,2008Q2,expq4,5.5,Tools and equipment for house and garden,Tools,subgroup,911,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5055,2008/4,2008Q2,expq5,5.5,Tools and equipment for house and garden,Tools,subgroup,910,NA,NA
M\u0101ori,HPIQ.SMAO055,2008/4,2008Q2,maori,5.5,Tools and equipment for house and garden,Tools,subgroup,914,NA,NA
Superannuitant,HPIQ.SSUP055,2008/4,2008Q2,super,5.5,Tools and equipment for house and garden,Tools,subgroup,905,NA,NA
All households,HPIQ.SALL056,2008/4,2008Q2,allhh,5.6,Other household supplies and services,Other supplies and services,subgroup,990,NA,NA
Beneficiary,HPIQ.SBEN056,2008/4,2008Q2,benef,5.6,Other household supplies and services,Other supplies and services,subgroup,1036,NA,NA
Income quintile 1 (low),HPIQ.SIQ1056,2008/4,2008Q2,disq1,5.6,Other household supplies and services,Other supplies and services,subgroup,1003,NA,NA
Income quintile 2,HPIQ.SIQ2056,2008/4,2008Q2,disq2,5.6,Other household supplies and services,Other supplies and services,subgroup,1001,NA,NA
Income quintile 3,HPIQ.SIQ3056,2008/4,2008Q2,disq3,5.6,Other household supplies and services,Other supplies and services,subgroup,993,NA,NA
Income quintile 4,HPIQ.SIQ4056,2008/4,2008Q2,disq4,5.6,Other household supplies and services,Other supplies and services,subgroup,991,NA,NA
Income quintile 5 (high),HPIQ.SIQ5056,2008/4,2008Q2,disq5,5.6,Other household supplies and services,Other supplies and services,subgroup,963,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1056,2008/4,2008Q2,expq1,5.6,Other household supplies and services,Other supplies and services,subgroup,1005,NA,NA
Expenditure quintile 2,HPIQ.SEQ2056,2008/4,2008Q2,expq2,5.6,Other household supplies and services,Other supplies and services,subgroup,1009,NA,NA
Expenditure quintile 3,HPIQ.SEQ3056,2008/4,2008Q2,expq3,5.6,Other household supplies and services,Other supplies and services,subgroup,1005,NA,NA
Expenditure quintile 4,HPIQ.SEQ4056,2008/4,2008Q2,expq4,5.6,Other household supplies and services,Other supplies and services,subgroup,988,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5056,2008/4,2008Q2,expq5,5.6,Other household supplies and services,Other supplies and services,subgroup,950,NA,NA
M\u0101ori,HPIQ.SMAO056,2008/4,2008Q2,maori,5.6,Other household supplies and services,Other supplies and services,subgroup,1004,NA,NA
Superannuitant,HPIQ.SSUP056,2008/4,2008Q2,super,5.6,Other household supplies and services,Other supplies and services,subgroup,968,NA,NA
All households,HPIQ.SALL06,2008/4,2008Q2,allhh,6,Health,Health,group,812,NA,NA
Beneficiary,HPIQ.SBEN06,2008/4,2008Q2,benef,6,Health,Health,group,816,NA,NA
Income quintile 1 (low),HPIQ.SIQ106,2008/4,2008Q2,disq1,6,Health,Health,group,810,NA,NA
Income quintile 2,HPIQ.SIQ206,2008/4,2008Q2,disq2,6,Health,Health,group,809,NA,NA
Income quintile 3,HPIQ.SIQ306,2008/4,2008Q2,disq3,6,Health,Health,group,820,NA,NA
Income quintile 4,HPIQ.SIQ406,2008/4,2008Q2,disq4,6,Health,Health,group,810,NA,NA
Income quintile 5 (high),HPIQ.SIQ506,2008/4,2008Q2,disq5,6,Health,Health,group,813,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ106,2008/4,2008Q2,expq1,6,Health,Health,group,802,NA,NA
Expenditure quintile 2,HPIQ.SEQ206,2008/4,2008Q2,expq2,6,Health,Health,group,815,NA,NA
Expenditure quintile 3,HPIQ.SEQ306,2008/4,2008Q2,expq3,6,Health,Health,group,815,NA,NA
Expenditure quintile 4,HPIQ.SEQ406,2008/4,2008Q2,expq4,6,Health,Health,group,816,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ506,2008/4,2008Q2,expq5,6,Health,Health,group,809,NA,NA
M\u0101ori,HPIQ.SMAO06,2008/4,2008Q2,maori,6,Health,Health,group,820,NA,NA
Superannuitant,HPIQ.SSUP06,2008/4,2008Q2,super,6,Health,Health,group,801,NA,NA
All households,HPIQ.SALL061,2008/4,2008Q2,allhh,6.1,"Medical products, appliances and equipment",Medical products,subgroup,867,NA,NA
Beneficiary,HPIQ.SBEN061,2008/4,2008Q2,benef,6.1,"Medical products, appliances and equipment",Medical products,subgroup,862,NA,NA
Income quintile 1 (low),HPIQ.SIQ1061,2008/4,2008Q2,disq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,820,NA,NA
Income quintile 2,HPIQ.SIQ2061,2008/4,2008Q2,disq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,868,NA,NA
Income quintile 3,HPIQ.SIQ3061,2008/4,2008Q2,disq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,896,NA,NA
Income quintile 4,HPIQ.SIQ4061,2008/4,2008Q2,disq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,871,NA,NA
Income quintile 5 (high),HPIQ.SIQ5061,2008/4,2008Q2,disq5,6.1,"Medical products, appliances and equipment",Medical products,subgroup,886,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1061,2008/4,2008Q2,expq1,6.1,"Medical products, appliances and equipment",Medical products,subgroup,796,NA,NA
Expenditure quintile 2,HPIQ.SEQ2061,2008/4,2008Q2,expq2,6.1,"Medical products, appliances and equipment",Medical products,subgroup,876,NA,NA
Expenditure quintile 3,HPIQ.SEQ3061,2008/4,2008Q2,expq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,874,NA,NA
Expenditure quintile 4,HPIQ.SEQ4061,2008/4,2008Q2,expq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,896,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5061,2008/4,2008Q2,expq5,6.1,"Medical products, appliances and equipment",Medical products,subgroup,878,NA,NA
M\u0101ori,HPIQ.SMAO061,2008/4,2008Q2,maori,6.1,"Medical products, appliances and equipment",Medical products,subgroup,874,NA,NA
Superannuitant,HPIQ.SSUP061,2008/4,2008Q2,super,6.1,"Medical products, appliances and equipment",Medical products,subgroup,843,NA,NA
All households,HPIQ.SALL062,2008/4,2008Q2,allhh,6.2,Out-patient services,Out-patient services,subgroup,796,NA,NA
Beneficiary,HPIQ.SBEN062,2008/4,2008Q2,benef,6.2,Out-patient services,Out-patient services,subgroup,800,NA,NA
Income quintile 1 (low),HPIQ.SIQ1062,2008/4,2008Q2,disq1,6.2,Out-patient services,Out-patient services,subgroup,798,NA,NA
Income quintile 2,HPIQ.SIQ2062,2008/4,2008Q2,disq2,6.2,Out-patient services,Out-patient services,subgroup,797,NA,NA
Income quintile 3,HPIQ.SIQ3062,2008/4,2008Q2,disq3,6.2,Out-patient services,Out-patient services,subgroup,797,NA,NA
Income quintile 4,HPIQ.SIQ4062,2008/4,2008Q2,disq4,6.2,Out-patient services,Out-patient services,subgroup,793,NA,NA
Income quintile 5 (high),HPIQ.SIQ5062,2008/4,2008Q2,disq5,6.2,Out-patient services,Out-patient services,subgroup,793,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1062,2008/4,2008Q2,expq1,6.2,Out-patient services,Out-patient services,subgroup,803,NA,NA
Expenditure quintile 2,HPIQ.SEQ2062,2008/4,2008Q2,expq2,6.2,Out-patient services,Out-patient services,subgroup,796,NA,NA
Expenditure quintile 3,HPIQ.SEQ3062,2008/4,2008Q2,expq3,6.2,Out-patient services,Out-patient services,subgroup,796,NA,NA
Expenditure quintile 4,HPIQ.SEQ4062,2008/4,2008Q2,expq4,6.2,Out-patient services,Out-patient services,subgroup,794,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5062,2008/4,2008Q2,expq5,6.2,Out-patient services,Out-patient services,subgroup,791,NA,NA
M\u0101ori,HPIQ.SMAO062,2008/4,2008Q2,maori,6.2,Out-patient services,Out-patient services,subgroup,800,NA,NA
Superannuitant,HPIQ.SSUP062,2008/4,2008Q2,super,6.2,Out-patient services,Out-patient services,subgroup,791,NA,NA
All households,HPIQ.SALL063,2008/4,2008Q2,allhh,6.3,Hospital services,Hospital services,subgroup,792,NA,NA
Beneficiary,HPIQ.SBEN063,2008/4,2008Q2,benef,6.3,Hospital services,Hospital services,subgroup,790,NA,NA
Income quintile 1 (low),HPIQ.SIQ1063,2008/4,2008Q2,disq1,6.3,Hospital services,Hospital services,subgroup,789,NA,NA
Income quintile 2,HPIQ.SIQ2063,2008/4,2008Q2,disq2,6.3,Hospital services,Hospital services,subgroup,788,NA,NA
Income quintile 3,HPIQ.SIQ3063,2008/4,2008Q2,disq3,6.3,Hospital services,Hospital services,subgroup,791,NA,NA
Income quintile 4,HPIQ.SIQ4063,2008/4,2008Q2,disq4,6.3,Hospital services,Hospital services,subgroup,793,NA,NA
Income quintile 5 (high),HPIQ.SIQ5063,2008/4,2008Q2,disq5,6.3,Hospital services,Hospital services,subgroup,799,NA,NA
Expenditure quintile 1 (low),HPIQ.SEQ1063,2008/4,2008Q2,expq1,6.3,Hospital services,Hospital services,subgroup,788,NA,NA
Expenditure quintile 2,HPIQ.SEQ2063,2008/4,2008Q2,expq2,6.3,Hospital services,Hospital services,subgroup,789,NA,NA
Expenditure quintile 3,HPIQ.SEQ3063,2008/4,2008Q2,expq3,6.3,Hospital services,Hospital services,subgroup,791,NA,NA
Expenditure quintile 4,HPIQ.SEQ4063,2008/4,2008Q2,expq4,6.3,Hospital services,Hospital services,subgroup,794,NA,NA
Expenditure quintile 5 (high),HPIQ.SEQ5063,2008/4,2008Q2,expq5,6.3,Hospital services,Hospital services,subgroup,798,NA,NA
M\u0101ori,HPIQ.SMAO063,2008/4,2008Q2,maori,6.3,Hospital services,Hospital services,subgroup,789,NA,NA
Superannuitant,HPIQ.SSUP063,2008/4,2008Q2,super,6.3,Hospital services,Hospital services,subgroup,789,NA,NA
All households,HPIQ.SALL07,2008/4,2008Q2,allhh,7,Transport,Transport,group,902,NA,NA
Beneficiary,HPIQ.SBEN07,2008/4,2008Q2,benef,7,Transport,Transport,group,874,NA,NA
Income quintile 1 (low),HPIQ.SIQ107,2008/4,2008Q2,disq1,7,Transport,Transport,group,882,NA,NA
